#AGGR_TYPE_CD,S_MTCU,OCCPTN_GRP_CD,OCCPTN_SGRP_CD,NOC_CODE_RANK,NOC_CODE_PERCENTAGE,NOC_CODE_CODE,NOC_DESCRIPTION_ENGLISH,NOC_DESCRIPTION_FRENCH
Program,A-61609,H,H03,5,0,4216,Other instructors,Autres instructeurs/instructrices
Program,A-61609,H,H03,5,0,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,A-61609,H,H03,5,0,6512,Bartenders,Barmans/barmaids
Program,A-61609,H,H03,5,0,6513,Food and beverage servers,Serveurs/serveuses d'aliments et de boissons
Program,A-61609,H,H03,3,1,6611,Cashiers,Caissiers/caissières
Program,A-61609,H,H03,3,1,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,A-61610,H,H03,4,2,1522,Storekeepers and partspersons,Magasiniers/magasinières et commis aux pièces
Program,A-61610,H,H03,1,85,3216,Medical sonographers,Technologues en échographie
Program,A-61610,H,H03,2,7,3219,Other medical technologists and technicians (except dental health),Autres technologues et techniciens/techniciennes des sciences de la santé (sauf soins dentaires)
Program,A-61610,H,H03,4,2,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,A-61610,H,H03,3,5,6513,Food and beverage servers,Serveurs/serveuses d'aliments et de boissons
Program,A-61615,H,H03,5,1,3012,Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées
Program,A-61615,H,H03,1,79,3214,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists","Inhalothérapeutes, perfusionnistes cardiovasculaires et technologues cardiopulmonaires"
Program,A-61615,H,H03,5,1,3414,Other assisting occupations in support of health services,Autre personnel de soutien des services de santé
Program,A-61615,H,H03,5,1,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,A-61615,H,H03,2,2,6513,Food and beverage servers,Serveurs/serveuses d'aliments et de boissons
Program,A-61615,H,H03,3,2,6611,Cashiers,Caissiers/caissières
Program,A-61615,H,H03,3,2,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,A-61618,H,H03,1,66,3236,Massage therapists,Massothérapeutes
Program,A-61618,H,H03,5,2,5254,"Program leaders and instructors in recreation, sport and fitness","Animateurs/animatrices et responsables de programmes de sports, de loisirs et de conditionnement physique"
Program,A-61618,H,H03,2,5,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,A-61618,H,H03,3,4,6513,Food and beverage servers,Serveurs/serveuses d'aliments et de boissons
Program,A-61618,H,H03,4,3,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,A-61626,H,H03,5,1,1221,Administrative officers,Agents/agentes d'administration
Program,A-61626,H,H03,3,4,1414,Receptionists,Réceptionnistes
Program,A-61626,H,H03,1,59,3221,Denturists,Denturologistes
Program,A-61626,H,H03,2,19,3223,"Dental technologists, technicians and laboratory assistants",Technologues et techniciens/techniciennes dentaires et auxiliaires dans les laboratoires dentaires
Program,A-61626,H,H03,3,4,3411,Dental assistants,Assistants/assistantes dentaires
Program,A-61626,H,H03,5,1,6211,Retail sales supervisors,Superviseurs/superviseures des ventes - commerce de détail
Program,A-61626,H,H03,5,1,6231,Insurance agents and brokers,Agents/agentes et courtiers/courtières d'assurance
Program,A-61626,H,H03,5,1,6512,Bartenders,Barmans/barmaids
Program,A-61626,H,H03,5,1,6513,Food and beverage servers,Serveurs/serveuses d'aliments et de boissons
Program,A-61626,H,H03,5,1,6551,Customer services representatives - financial institutions,Représentants/représentantes au service à la clientèle - institutions financières
Program,A-61626,H,H03,5,1,6552,Other customer and information services representatives,Autres préposés/autres préposées aux services d'information et aux services à la clientèle
Program,A-61626,H,H03,5,1,6732,Specialized cleaners,Nettoyeurs spécialisés/nettoyeuses spécialisées
Program,A-61626,H,H03,5,1,7294,Painters and decorators (except interior decorators),Peintres et décorateurs/décoratrices (sauf décorateurs/décoratrices d'intérieur)
Program,A-61626,H,H03,5,1,9523,"Electronics assemblers, fabricators, inspectors and testers","Assembleurs/assembleuses, monteurs/monteuses, contrôleurs/contrôleuses et vérificateurs/vérificatrices de matériel électronique"
Program,A-61628,H,H03,1,70,3222,Dental hygienists and dental therapists,Hygiénistes et thérapeutes dentaires
Program,A-61628,H,H03,2,7,3411,Dental assistants,Assistants/assistantes dentaires
Program,A-61628,H,H03,3,4,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,A-61628,H,H03,4,3,6513,Food and beverage servers,Serveurs/serveuses d'aliments et de boissons
Program,A-61628,H,H03,5,2,6611,Cashiers,Caissiers/caissières
Program,A-61643,H,H03,4,5,1221,Administrative officers,Agents/agentes d'administration
Program,A-61643,H,H03,4,5,1422,Data entry clerks,Commis à la saisie de données
Program,A-61643,H,H03,4,5,1431,Accounting and related clerks,Commis à la comptabilité et personnel assimilé
Program,A-61643,H,H03,4,5,2171,Information systems analysts and consultants,Analystes et consultants/consultantes en informatique
Program,A-61643,H,H03,4,5,2173,Software engineers and designers,Ingénieurs/ingénieures et concepteurs/conceptrices en logiciel
Program,A-61643,H,H03,1,16,2174,Computer programmers and interactive media developers,Programmeurs/programmeuses et développeurs/développeuses en médias interactifs
Program,A-61643,H,H03,4,5,2175,Web designers and developers,Concepteurs/conceptrices et développeurs/développeuses Web
Program,A-61643,H,H03,2,11,2282,User support technicians,Agents/agentes de soutien aux utilisateurs
Program,A-61643,H,H03,4,5,2283,Information systems testing technicians,Évaluateurs/évaluatrices de systèmes informatiques
Program,A-61643,H,H03,4,5,6211,Retail sales supervisors,Superviseurs/superviseures des ventes - commerce de détail
Program,A-61643,H,H03,4,5,6311,Food service supervisors,Superviseurs/superviseures des services alimentaires
Program,A-61643,H,H03,4,5,6621,Service station attendants,Préposés/préposées de stations-service
Program,A-61643,H,H03,2,11,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,A-61643,H,H03,4,5,6742,"Other service support occupations, n.e.c.","Autre personnel de soutien en service, n.c.a."
Program,A-61643,H,H03,4,5,9523,"Electronics assemblers, fabricators, inspectors and testers","Assembleurs/assembleuses, monteurs/monteuses, contrôleurs/contrôleuses et vérificateurs/vérificatrices de matériel électronique"
Program,A-61645,H,H03,3,2,1241,Administrative assistants,Adjoints administratifs/adjointes administratives
Program,A-61645,H,H03,3,2,1422,Data entry clerks,Commis à la saisie de données
Program,A-61645,H,H03,3,2,2242,Electronic service technicians (household and business equipment),Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux)
Program,A-61645,H,H03,3,2,2282,User support technicians,Agents/agentes de soutien aux utilisateurs
Program,A-61645,H,H03,3,2,3236,Massage therapists,Massothérapeutes
Program,A-61645,H,H03,1,75,3237,Other technical occupations in therapy and assessment,Autre personnel technique en thérapie et en diagnostic
Program,A-61645,H,H03,3,2,4033,Educational counsellors,Conseillers/conseillères en information scolaire
Program,A-61645,H,H03,3,2,5122,Editors,"Réviseurs/réviseures, rédacteurs-réviseurs/rédactrices-réviseures et chefs du service des nouvelles"
Program,A-61645,H,H03,3,2,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,A-61645,H,H03,3,2,6552,Other customer and information services representatives,Autres préposés/autres préposées aux services d'information et aux services à la clientèle
Program,A-61645,H,H03,2,3,6611,Cashiers,Caissiers/caissières
Program,A-61645,H,H03,3,2,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,A-61645,H,H03,3,2,7294,Painters and decorators (except interior decorators),Peintres et décorateurs/décoratrices (sauf décorateurs/décoratrices d'intérieur)
Program,A-61645,H,H03,3,2,7521,Heavy equipment operators (except crane),Conducteurs/conductrices d'équipement lourd (sauf les grues)
Program,A-61645,H,H03,3,2,9522,"Motor vehicle assemblers, inspectors and testers","Assembleurs/assembleuses, contrôleurs/contrôleuses et vérificateurs/vérificatrices de véhicules automobiles"
Program,A-61800,A,A05,2,11,5241,Graphic designers and illustrators,Designers graphiques et illustrateurs/illustratrices
Program,A-61800,A,A05,1,16,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,A-61800,A,A05,5,4,6513,Food and beverage servers,Serveurs/serveuses d'aliments et de boissons
Program,A-61800,A,A05,4,5,6611,Cashiers,Caissiers/caissières
Program,A-61800,A,A05,3,5,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,A-61803,A,A06,5,7,1431,Accounting and related clerks,Commis à la comptabilité et personnel assimilé
Program,A-61803,A,A06,5,7,4021,College and other vocational instructors,Enseignants/enseignantes au niveau collégial et autres instructeurs/instructrices en formation professionnelle
Program,A-61803,A,A06,2,13,5136,"Painters, sculptors and other visual artists","Peintres, sculpteurs/sculpteures et autres artistes des arts visuels"
Program,A-61803,A,A06,1,27,5244,Artisans and craftspersons,Artisans/artisanes
Program,A-61803,A,A06,2,13,6513,Food and beverage servers,Serveurs/serveuses d'aliments et de boissons
Program,A-61803,A,A06,5,7,6552,Other customer and information services representatives,Autres préposés/autres préposées aux services d'information et aux services à la clientèle
Program,A-61803,A,A06,2,13,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,A-61803,A,A06,5,7,9211,"Supervisors, mineral and metal processing",Surveillants/surveillantes dans la transformation des métaux et des minerais
Program,A-61803,A,A06,5,7,9414,"Concrete, clay and stone forming operators","Opérateurs/opératrices de machines dans le façonnage et la finition des produits en béton, en argile ou en pierre"
Program,A-61806,A,A06,4,3,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,A-61806,A,A06,4,3,911,Manufacturing managers,Directeurs/directrices de la fabrication
Program,A-61806,A,A06,4,3,1414,Receptionists,Réceptionnistes
Program,A-61806,A,A06,4,3,3411,Dental assistants,Assistants/assistantes dentaires
Program,A-61806,A,A06,4,3,5221,Photographers,Photographes
Program,A-61806,A,A06,4,3,5224,Broadcast technicians,Techniciens/techniciennes en radiotélédiffusion
Program,A-61806,A,A06,4,3,5243,"Theatre, fashion, exhibit and other creative designers","Ensembliers/ensemblières de théâtre, dessinateurs/dessinatrices de mode, concepteurs/conceptrices d'expositions et autres concepteurs/conceptrices art"
Program,A-61806,A,A06,1,43,5244,Artisans and craftspersons,Artisans/artisanes
Program,A-61806,A,A06,2,17,6344,"Jewellers, jewellery and watch repairers and related occupations","Bijoutiers/bijoutières, réparateurs/réparatrices de bijoux, horlogers-rhabilleurs/horlogères-rhabilleuses et personnel assimilé"
Program,A-61806,A,A06,3,10,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,A-61806,A,A06,4,3,6552,Other customer and information services representatives,Autres préposés/autres préposées aux services d'information et aux services à la clientèle
Program,A-61806,A,A06,4,3,9619,"Other labourers in processing, manufacturing and utilities","Autres manoeuvres des services de transformation, de fabrication et d'utilité publique"
Program,A-61820,A,A04,3,4,5223,Graphic arts technicians,Techniciens/techniciennes en graphisme
Program,A-61820,A,A04,1,55,5241,Graphic designers and illustrators,Designers graphiques et illustrateurs/illustratrices
